name,IV_atk,IV_def,IV_sta,CP,HP,TDO,DPT,DPE,type_1,type_2,fm_type,cm1_type,cm2_type,min_viable_level
Dhelmise,10,10,10,769,19,61.46,1.379999999999999,0.25,8,9,8,9,8,45.33057851239669
Dhelmise,10,10,15,780,21,63.13999999999999,1.379999999999999,0.25,8,9,8,9,8,44.84848484848485
Dhelmise,10,15,10,779,19,63.080000000000005,1.379999999999999,0.25,8,9,8,9,8,44.84848484848485
Dhelmise,10,15,15,790,21,64.82000000000001,1.379999999999999,0.25,8,9,8,9,8,44.36363636363636
Dhelmise,15,10,10,785,19,62.79,1.4299999999999997,0.25,8,9,8,9,8,44.84848484848485
Dhelmise,15,10,15,796,21,64.51000000000002,1.4299999999999997,0.25,8,9,8,9,8,44.36363636363636
Dhelmise,15,15,10,795,19,64.43999999999998,1.4299999999999997,0.25,8,9,8,9,8,44.84848484848485
Dhelmise,15,15,15,806,21,66.21000000000001,1.4299999999999997,0.25,8,9,8,9,8,43.51239669421488
Dialga,10,10,10,1118,23,78.75000000000001,1.1599999999999993,0.26,16,2,2,2,16,47.27272727272727
Dialga,10,10,15,1131,24,80.57999999999998,1.1599999999999993,0.26,16,2,2,2,16,46.43939393939394
Dialga,10,15,10,1128,23,80.33999999999999,1.1599999999999993,0.26,16,2,2,2,16,46.43939393939394
Dialga,10,15,15,1141,24,82.2,1.1599999999999993,0.26,16,2,2,2,16,45.0
Dialga,15,10,10,1139,23,80.22,1.1799999999999997,0.26,16,2,2,2,16,46.43939393939394
Dialga,15,10,15,1152,24,82.07999999999998,1.1799999999999997,0.26,16,2,2,2,16,45.60606060606061
Dialga,15,15,10,1149,23,81.82000000000001,1.1799999999999997,0.26,16,2,2,2,16,45.60606060606061
Dialga,15,15,15,1162,24,83.74,1.1799999999999997,0.26,16,2,2,2,16,45.0
Dondozo,10,10,10,781,35,97.58,1.25,0.21999999999999997,17,17,17,17,17,35.95959595959596
Dondozo,10,10,15,787,35,99.1,1.25,0.21999999999999997,17,17,17,17,17,35.71969696969697
Dondozo,10,15,10,792,35,100.18,1.25,0.21999999999999997,17,17,17,17,17,35.66433566433567
Dondozo,10,15,15,797,35,101.73,1.25,0.21999999999999997,17,17,17,17,17,34.46969696969697
Dondozo,15,10,10,802,35,100.15000000000002,1.290000000000001,0.21999999999999997,17,17,17,17,17,35.66433566433567
Dondozo,15,10,15,809,35,101.69,1.290000000000001,0.21999999999999997,17,17,17,17,17,34.12587412587413
Dondozo,15,15,10,813,35,102.80999999999999,1.290000000000001,0.21999999999999997,17,17,17,17,17,33.57575757575758
Dondozo,15,15,15,819,35,104.39999999999999,1.290000000000001,0.21999999999999997,17,17,17,17,17,33.35227272727273
Donphan,10,10,10,787,24,71.41,1.3100000000000005,0.18999999999999995,10,10,10,10,9,40.51948051948052
Donphan,10,10,15,796,24,73.05,1.3100000000000005,0.18999999999999995,10,10,10,10,9,40.4040404040404
Donphan,10,15,10,797,24,73.23999999999998,1.3100000000000005,0.18999999999999995,10,10,10,10,9,40.36363636363637
Donphan,10,15,15,806,24,74.91999999999999,1.3100000000000005,0.18999999999999995,10,10,10,10,9,39.46969696969697
Donphan,15,10,10,804,24,72.92,1.3400000000000016,0.19999999999999996,10,10,10,10,9,40.4040404040404
Donphan,15,10,15,813,24,74.62,1.3400000000000016,0.19999999999999996,10,10,10,10,9,39.46969696969697
Donphan,15,15,10,815,24,74.79,1.3400000000000016,0.19999999999999996,10,10,10,10,9,39.46969696969697
Donphan,15,15,15,824,24,76.52,1.3400000000000016,0.19999999999999996,10,10,10,10,9,39.46969696969697
Dragapult,10,10,10,925,23,68.85,1.2799999999999994,0.20999999999999996,2,8,8,8,2,47.14876033057851
Dragapult,10,10,15,935,24,70.47,1.2799999999999994,0.20999999999999996,2,8,8,8,2,46.688311688311686
Dragapult,10,15,10,938,23,70.77000000000001,1.2799999999999994,0.20999999999999996,2,8,8,8,2,46.57575757575758
Dragapult,10,15,15,949,24,72.44,1.2799999999999994,0.20999999999999996,2,8,8,8,2,44.86363636363636
Dragapult,15,10,10,941,23,70.06000000000002,1.2899999999999991,0.21999999999999997,2,8,8,8,2,46.688311688311686
Dragapult,15,10,15,952,24,71.70000000000002,1.2899999999999991,0.21999999999999997,2,8,8,8,2,45.303030303030305
Dragapult,15,15,10,955,23,72.00999999999999,1.2899999999999991,0.21999999999999997,2,8,8,8,2,45.27972027972028
Dragapult,15,15,15,966,24,73.68,1.2899999999999991,0.21999999999999997,2,8,8,8,2,44.84848484848485
Dragonite,10,10,10,995,24,77.11000000000001,1.3199999999999985,0.24,2,7,2,2,5,44.86363636363636
Dragonite,10,10,15,1006,25,78.86999999999999,1.3199999999999985,0.24,2,7,2,2,5,44.84848484848485
Dragonite,10,15,10,1006,24,78.96,1.3199999999999985,0.24,2,7,2,2,5,44.84848484848485
Dragonite,10,15,15,1018,25,80.77000000000001,1.3199999999999985,0.24,2,7,2,2,5,44.84848484848485
Dragonite,15,10,10,1013,24,78.47999999999999,1.3400000000000016,0.25,2,7,2,2,5,44.84848484848485
Dragonite,15,10,15,1024,25,80.26,1.3400000000000016,0.25,2,7,2,2,5,44.84848484848485
Dragonite,15,15,10,1025,24,80.36,1.3400000000000016,0.25,2,7,2,2,5,44.84848484848485
Dragonite,15,15,15,1037,25,82.2,1.3400000000000016,0.25,2,7,2,2,5,43.96694214876033
Duraludon,10,10,10,801,19,55.900000000000006,1.2300000000000004,0.19999999999999996,16,2,2,16,12,49.88636363636363
Duraludon,10,10,15,811,21,57.419999999999995,1.2300000000000004,0.19999999999999996,16,2,2,16,12,48.74125874125874
Duraludon,10,15,10,811,19,57.339999999999996,1.2300000000000004,0.19999999999999996,16,2,2,16,12,48.74125874125874
Duraludon,10,15,15,822,21,58.910000000000004,1.2300000000000004,0.19999999999999996,16,2,2,16,12,47.97202797202797
Duraludon,15,10,10,817,19,57.08,1.25,0.20999999999999996,16,2,2,16,12,48.74125874125874
Duraludon,15,10,15,828,21,58.65,1.25,0.20999999999999996,16,2,2,16,12,47.97202797202797
Duraludon,15,15,10,828,19,58.540000000000006,1.25,0.20999999999999996,16,2,2,16,12,47.97202797202797
Duraludon,15,15,15,838,21,60.150000000000006,1.25,0.20999999999999996,16,2,2,16,12,47.58741258741259
Empoleon,10,10,10,757,22,63.050000000000004,1.209999999999999,0.24,17,16,16,16,17,48.40909090909091
Empoleon,10,10,15,766,23,64.55000000000001,1.209999999999999,0.24,17,16,16,16,17,47.15909090909091
Empoleon,10,15,10,766,22,64.64,1.209999999999999,0.24,17,16,16,16,17,47.15909090909091
Empoleon,10,15,15,776,23,66.19999999999999,1.209999999999999,0.24,17,16,16,16,17,46.43939393939394
Empoleon,15,10,10,774,22,64.37,1.2200000000000006,0.25,17,16,16,16,17,47.15909090909091
Empoleon,15,10,15,783,23,65.93,1.2200000000000006,0.25,17,16,16,16,17,46.43939393939394
Empoleon,15,15,10,784,22,66.01,1.2200000000000006,0.25,17,16,16,16,17,46.43939393939394
Empoleon,15,15,15,793,23,67.60999999999999,1.2200000000000006,0.25,17,16,16,16,17,46.43939393939394
Enamorus,10,10,10,857,20,78.7,1.33,0.24,4,7,4,4,7,35.0
Enamorus,10,10,15,868,22,80.78,1.33,0.24,4,7,4,4,7,35.0
Enamorus,10,15,10,859,20,80.27999999999999,1.33,0.24,4,7,4,4,7,35.0
Enamorus,10,15,15,871,22,82.39999999999999,1.33,0.24,4,7,4,4,7,35.0
Enamorus,15,10,10,880,20,80.35,1.379999999999999,0.25,4,7,4,4,7,35.0
Enamorus,15,10,15,891,22,82.47,1.379999999999999,0.25,4,7,4,4,7,35.0
Enamorus,15,15,10,882,20,81.96000000000001,1.379999999999999,0.25,4,7,4,4,7,35.0
Enamorus,15,15,15,893,22,84.12,1.379999999999999,0.25,4,7,4,4,7,35.0
Entei,10,10,10,909,29,79.72000000000001,1.2100000000000009,0.17999999999999994,6,6,6,6,10,39.82954545454545
Entei,10,10,15,918,29,81.23999999999998,1.2100000000000009,0.17999999999999994,6,6,6,6,10,39.09090909090909
Entei,10,15,10,922,29,81.92000000000002,1.2100000000000009,0.17999999999999994,6,6,6,6,10,38.57954545454545
Entei,10,15,15,930,29,83.49,1.2100000000000009,0.17999999999999994,6,6,6,6,10,38.1060606060606
Entei,15,10,10,928,29,81.29,1.2200000000000006,0.17999999999999994,6,6,6,6,10,39.09090909090909
Entei,15,10,15,936,29,82.83999999999999,1.2200000000000006,0.17999999999999994,6,6,6,6,10,38.57954545454545
Entei,15,15,10,940,29,83.54,1.2200000000000006,0.17999999999999994,6,6,6,6,10,37.32954545454545
Entei,15,15,15,950,29,85.13999999999999,1.2200000000000006,0.17999999999999994,6,6,6,6,10,37.07070707070707
Escavalier,10,15,15,774,21,56.46000000000001,1.1600000000000001,0.24,0,16,5,0,10,49.8051948051948
Escavalier,15,10,15,780,21,56.26,1.1799999999999997,0.2400000000000002,0,16,5,0,10,49.8051948051948
Escavalier,15,15,10,779,19,56.14,1.1799999999999997,0.2400000000000002,0,16,5,0,10,49.8051948051948
Escavalier,15,15,15,789,21,57.69,1.1799999999999997,0.2400000000000002,0,16,5,0,10,49.8051948051948
Espeon,10,10,15,839,19,53.3,1.2599999999999998,0.18000000000000016,14,14,14,14,14,49.90909090909091
Espeon,10,15,10,839,19,53.19,1.2599999999999998,0.18000000000000016,14,14,14,14,14,49.90909090909091
Espeon,10,15,15,851,19,54.739999999999995,1.2599999999999998,0.18000000000000016,14,14,14,14,14,48.875598086124405
Espeon,15,10,15,856,19,54.29,1.2899999999999991,0.18000000000000016,14,14,14,14,14,49.60227272727273
Espeon,15,15,10,854,19,54.19,1.2899999999999991,0.18000000000000016,14,14,14,14,14,49.60227272727273
Espeon,15,15,15,867,19,55.76,1.2899999999999991,0.18000000000000016,14,14,14,14,14,47.93181818181818
Eternatus,10,10,10,-1997,-105,-214.98000000000002,1.1799999999999997,0.16999999999999993,13,2,2,13,12,34.6072319201995
Eternatus,10,10,15,-1991,-104,-215.97999999999996,1.1799999999999997,0.16999999999999993,13,2,2,13,12,34.67130214917825
Eternatus,10,15,10,-1971,-105,-214.26,1.1799999999999997,0.16999999999999993,13,2,2,13,12,34.67130214917825
Eternatus,10,15,15,-1964,-104,-215.22000000000003,1.1799999999999997,0.16999999999999993,13,2,2,13,12,34.73717948717949
Eternatus,15,10,10,-2044,-105,-219.22000000000003,1.1899999999999995,0.17000000000000015,13,2,2,13,12,34.67130214917825
Eternatus,15,10,15,-2037,-104,-220.24,1.1899999999999995,0.17000000000000015,13,2,2,13,12,34.67130214917825
Eternatus,15,15,10,-2017,-105,-218.48999999999998,1.1899999999999995,0.17000000000000015,13,2,2,13,12,34.67130214917825
Eternatus,15,15,15,-2011,-104,-219.45000000000002,1.1899999999999995,0.17000000000000015,13,2,2,13,12,34.80494148244473
Excadrill,10,10,10,847,27,60.49000000000001,1.209999999999999,0.20999999999999996,10,16,10,16,10,44.77272727272727
Excadrill,10,10,15,855,27,61.68,1.209999999999999,0.20999999999999996,10,16,10,16,10,44.77272727272727
Excadrill,10,15,10,861,27,62.660000000000004,1.209999999999999,0.20999999999999996,10,16,10,16,10,44.77272727272727
Excadrill,10,15,15,871,27,63.900000000000006,1.209999999999999,0.20999999999999996,10,16,10,16,10,43.40909090909091
Excadrill,15,10,10,863,27,61.59,1.2300000000000004,0.20000000000000018,10,16,10,16,10,44.77272727272727
Excadrill,15,10,15,871,27,62.81999999999999,1.2300000000000004,0.20000000000000018,10,16,10,16,10,44.72727272727273
Excadrill,15,15,10,878,27,63.8,1.2300000000000004,0.20000000000000018,10,16,10,16,10,43.40909090909091
Excadrill,15,15,15,887,27,65.07000000000001,1.2300000000000004,0.20000000000000018,10,16,10,16,10,42.15909090909091
Exeggutor,10,10,10,787,24,59.75,1.4000000000000004,-0.21999999999999997,9,2,9,9,2,50.0
Exeggutor,10,10,15,795,25,61.06999999999999,1.4000000000000004,-0.21999999999999997,9,2,9,9,2,50.0
Exeggutor,10,15,10,799,24,61.66,1.4000000000000004,-0.21999999999999997,9,2,9,9,2,50.0
Exeggutor,10,15,15,809,25,63.040000000000006,1.4000000000000004,-0.21999999999999997,9,2,9,9,2,50.0
Exeggutor,15,10,10,802,24,60.96,1.4400000000000013,-0.21999999999999997,9,2,9,9,2,50.0
Exeggutor,15,10,15,811,25,62.3,1.4400000000000013,-0.21999999999999997,9,2,9,9,2,50.0
Exeggutor,15,15,10,815,24,62.91999999999999,1.4400000000000013,-0.21999999999999997,9,2,9,9,2,50.0
Exeggutor,15,15,15,824,25,64.31,1.4400000000000013,-0.21999999999999997,9,2,9,9,2,50.0
Farigiraf,10,10,10,742,29,64.41000000000001,1.2799999999999994,0.17000000000000015,12,14,14,14,14,43.68181818181818
Farigiraf,10,10,15,750,30,65.61,1.2799999999999994,0.17000000000000015,12,14,14,14,14,43.25757575757576
Farigiraf,10,15,10,755,29,66.62,1.2799999999999994,0.17000000000000015,12,14,14,14,14,43.08612440191388
Farigiraf,10,15,15,762,30,67.86,1.2799999999999994,0.17000000000000015,12,14,14,14,14,42.42424242424242
Farigiraf,15,10,10,759,29,65.78999999999999,1.3000000000000007,0.18000000000000016,12,14,14,14,14,43.25757575757576
Farigiraf,15,10,15,766,30,67.02,1.3000000000000007,0.18000000000000016,12,14,14,14,14,42.72727272727273
Farigiraf,15,15,10,772,29,68.05000000000001,1.3000000000000007,0.18000000000000016,12,14,14,14,14,42.56684491978609
Farigiraf,15,15,15,779,30,69.28999999999999,1.3000000000000007,0.18000000000000016,12,14,14,14,14,41.770334928229666
Feraligatr,10,10,10,745,22,71.25000000000001,1.3399999999999999,0.21999999999999997,17,17,8,1,17,43.155080213903744
Feraligatr,10,10,15,754,23,72.95999999999998,1.3399999999999999,0.21999999999999997,17,17,8,1,17,42.56684491978609
Feraligatr,10,15,10,755,22,73.05999999999999,1.3399999999999999,0.21999999999999997,17,17,8,1,17,42.42424242424242
Feraligatr,10,15,15,763,23,74.80000000000001,1.3399999999999999,0.21999999999999997,17,17,8,1,17,41.86868686868687
Feraligatr,15,10,10,763,22,72.95,1.3800000000000008,0.22999999999999998,17,17,8,1,17,42.90909090909091
Feraligatr,15,10,15,771,23,74.69999999999999,1.3800000000000008,0.22999999999999998,17,17,8,1,17,41.86868686868687
Feraligatr,15,15,10,772,22,74.8,1.3800000000000008,0.22999999999999998,17,17,8,1,17,41.86868686868687
Feraligatr,15,15,15,781,23,76.58999999999999,1.3800000000000008,0.22999999999999998,17,17,8,1,17,41.50717703349282
Gallade,15,15,15,846,20,64.36,1.299999999999999,0.20000000000000018,14,5,14,14,9,49.90909090909091
Garchomp,10,10,10,1040,27,91.96000000000001,1.4200000000000017,0.24,2,10,2,2,10,40.152091254752854
Garchomp,10,10,15,1050,28,93.82,1.4200000000000017,0.24,2,10,2,2,10,38.83116883116883
Garchomp,10,15,10,1053,27,94.22999999999999,1.4200000000000017,0.24,2,10,2,2,10,38.83116883116883
Garchomp,10,15,15,1063,28,96.11999999999999,1.4200000000000017,0.24,2,10,2,2,10,37.97202797202797
Garchomp,15,10,10,1060,27,93.66,1.4399999999999995,0.22999999999999998,2,10,2,2,10,38.83116883116883
Garchomp,15,10,15,1070,28,95.53999999999999,1.4399999999999995,0.22999999999999998,2,10,2,2,10,38.24242424242424
Garchomp,15,15,10,1072,27,95.97,1.4399999999999995,0.22999999999999998,2,10,2,2,10,38.24242424242424
Garchomp,15,15,15,1083,28,97.89999999999999,1.4399999999999995,0.22999999999999998,2,10,2,2,10,37.75974025974026
Gardevoir,10,10,10,808,20,59.260000000000005,1.2599999999999998,0.16000000000000014,14,4,14,14,11,37.32954545454545
Gardevoir,10,10,15,819,20,60.9,1.2599999999999998,0.16000000000000014,14,4,14,14,11,36.515151515151516
Gardevoir,10,15,10,817,20,60.7,1.2599999999999998,0.16000000000000014,14,4,14,14,11,36.515151515151516
Gardevoir,10,15,15,829,20,62.400000000000006,1.2599999999999998,0.16000000000000014,14,4,14,14,11,36.13636363636363
Gardevoir,15,10,10,825,20,60.480000000000004,1.2899999999999991,0.16000000000000014,14,4,14,14,11,36.515151515151516
Gardevoir,15,10,15,836,20,62.16,1.2899999999999991,0.16000000000000014,14,4,14,14,11,36.239669421487605
Gardevoir,15,15,10,834,20,61.95,1.2899999999999991,0.16000000000000014,14,4,14,14,11,36.239669421487605
Gardevoir,15,15,15,846,20,63.67,1.2899999999999991,0.16000000000000014,14,4,14,14,11,35.616883116883116
Genesect,10,10,10,877,20,63.68,0.6699999999999999,0.09999999999999987,0,16,0,0,6,50.0
Genesect,10,10,15,889,20,65.42,0.6699999999999999,0.09999999999999987,0,16,0,0,6,50.0
Genesect,10,15,10,888,20,65.22,0.6699999999999999,0.09999999999999987,0,16,0,0,6,50.0
Genesect,10,15,15,900,20,66.98999999999998,0.6699999999999999,0.09999999999999987,0,16,0,0,6,50.0
Genesect,15,10,10,894,20,64.82,0.6699999999999999,0.09999999999999987,0,16,0,0,6,50.0
Genesect,15,10,15,906,20,66.58999999999999,0.6699999999999999,0.09999999999999987,0,16,0,0,6,50.0
Genesect,15,15,10,904,20,66.38000000000002,0.6699999999999999,0.09999999999999987,0,16,0,0,6,50.0
Genesect,15,15,15,917,20,68.17999999999999,0.6699999999999999,0.09999999999999987,0,16,0,0,6,48.72727272727273
Gholdengo,10,10,10,921,23,72.42,1.33,0.24,16,8,8,8,5,34.89510489510489
Gholdengo,10,10,15,932,24,74.15,1.33,0.24,16,8,8,8,5,34.188311688311686
Gholdengo,10,15,10,933,23,74.24,1.33,0.24,16,8,8,8,5,34.188311688311686
Gholdengo,10,15,15,943,24,75.99000000000001,1.33,0.24,16,8,8,8,5,34.053030303030305
Gholdengo,15,10,10,939,23,73.75999999999999,1.3600000000000012,0.24,16,8,8,8,5,34.188311688311686
Gholdengo,15,10,15,950,24,75.5,1.3600000000000012,0.24,16,8,8,8,5,34.12587412587413
Gholdengo,15,15,10,950,23,75.60999999999999,1.3600000000000012,0.24,16,8,8,8,5,34.12587412587413
Gholdengo,15,15,15,961,24,77.39000000000001,1.3600000000000012,0.24,16,8,8,8,5,33.74125874125874
Gigalith,10,10,10,844,22,81.52,1.4399999999999995,0.26,15,15,10,5,15,45.22727272727273
Gigalith,10,10,15,854,23,83.48000000000002,1.4399999999999995,0.26,15,15,10,5,15,43.18181818181818
Gigalith,10,15,10,854,22,83.45,1.4399999999999995,0.26,15,15,10,5,15,43.18181818181818
Gigalith,10,15,15,864,23,85.46000000000001,1.4399999999999995,0.26,15,15,10,5,15,42.38636363636363
Gigalith,15,10,10,862,22,83.12,1.4800000000000004,0.26,15,15,10,5,15,44.09090909090909
Gigalith,15,10,15,873,23,85.11000000000001,1.4800000000000004,0.26,15,15,10,5,15,42.38636363636363
Gigalith,15,15,10,872,22,85.08000000000001,1.4800000000000004,0.26,15,15,10,5,15,42.38636363636363
Gigalith,15,15,15,882,23,87.12,1.4800000000000004,0.26,15,15,10,5,15,42.2027972027972
Giratina,10,10,10,1221,32,91.30000000000001,2.2700000000000005,0.47,8,2,8,2,8,35.0
Giratina,10,10,15,1231,33,92.85999999999999,2.2700000000000005,0.47,8,2,8,2,8,35.0
Giratina,10,15,10,1242,32,94.04000000000002,2.2700000000000005,0.47,8,2,8,2,8,35.0
Giratina,10,15,15,1253,33,95.65,2.2700000000000005,0.47,8,2,8,2,8,32.68181818181818
Giratina,15,10,10,1235,32,92.8,2.2699999999999996,0.47,8,2,8,2,8,35.0
Giratina,15,10,15,1246,33,94.37,2.2699999999999996,0.47,8,2,8,2,8,35.0
Giratina,15,15,10,1257,32,95.58,2.2699999999999996,0.47,8,2,8,2,8,32.55411255411256
Giratina,15,15,15,1268,33,97.22000000000001,2.2699999999999996,0.47,8,2,8,2,8,32.234848484848484
Glaceon,10,15,15,838,19,61.88,1.2300000000000004,0.25,11,11,11,11,11,49.86363636363636
Glaceon,15,10,15,845,19,61.69,1.25,0.24,11,11,11,11,11,49.86363636363636
Glaceon,15,15,15,855,19,63.12,1.25,0.24,11,11,11,11,11,49.82954545454545
Glastrier,15,15,15,1065,26,78.59,1.0699999999999994,0.20999999999999996,11,11,12,11,10,49.665071770334926
Gogoat,10,10,10,729,30,66.05999999999999,1.209999999999999,0.18999999999999995,9,9,9,5,9,42.27272727272727
Gogoat,10,10,15,735,31,67.25999999999999,1.209999999999999,0.18999999999999995,9,9,9,5,9,42.27272727272727
Gogoat,10,15,10,740,30,68.18,1.209999999999999,0.18999999999999995,9,9,9,5,9,41.72727272727273
Gogoat,10,15,15,746,31,69.41999999999999,1.209999999999999,0.18999999999999995,9,9,9,5,9,41.72727272727273
Gogoat,15,10,10,746,30,67.66000000000001,1.2300000000000004,0.19999999999999996,9,9,9,5,9,41.72727272727273
Gogoat,15,10,15,753,31,68.9,1.2300000000000004,0.19999999999999996,9,9,9,5,9,41.72727272727273
Gogoat,15,15,10,758,30,69.84,1.2300000000000004,0.19999999999999996,9,9,9,5,9,39.77272727272727
Gogoat,15,15,15,764,31,71.11,1.2300000000000004,0.19999999999999996,9,9,9,5,9,39.09090909090909
Golem,10,10,10,770,22,69.35000000000001,-0.09999999999999964,0.0,15,3,15,15,3,45.0
Golem,10,10,15,779,23,71.09,-0.09999999999999964,0.0,15,3,15,15,3,45.0
Golem,10,15,10,779,22,71.03,-0.09999999999999964,0.0,15,3,15,15,3,45.0
Golem,10,15,15,789,23,72.78999999999999,-0.09999999999999964,0.0,15,3,15,15,3,45.0
Golem,15,10,10,787,22,70.93,-0.09999999999999964,0.0,15,3,15,15,3,45.0
Golem,15,10,15,796,23,72.71000000000001,-0.09999999999999964,0.0,15,3,15,15,3,45.0
Golem,15,15,10,797,22,72.64,-0.09999999999999964,0.0,15,3,15,15,3,45.0
Golem,15,15,15,807,23,74.46000000000001,-0.09999999999999964,0.0,15,3,15,15,3,45.0
Golisopod,10,10,10,826,21,76.84000000000002,1.33,0.20999999999999996,0,17,8,0,17,39.84848484848485
Golisopod,10,10,15,837,21,78.85,1.33,0.20999999999999996,0,17,8,0,17,39.36363636363636
Golisopod,10,15,10,835,21,78.46000000000001,1.33,0.20999999999999996,0,17,8,0,17,39.36363636363636
Golisopod,10,15,15,846,21,80.51999999999998,1.33,0.20999999999999996,0,17,8,0,17,39.36363636363636
Golisopod,15,10,10,845,21,78.47999999999999,1.3499999999999996,0.22999999999999998,0,17,8,0,17,39.36363636363636
Golisopod,15,10,15,855,21,80.54,1.3499999999999996,0.22999999999999998,0,17,8,0,17,39.36363636363636
Golisopod,15,15,10,854,21,80.15,1.3499999999999996,0.22999999999999998,0,17,8,0,17,39.36363636363636
Golisopod,15,15,15,865,21,82.24,1.3499999999999996,0.22999999999999998,0,17,8,0,17,38.35664335664336
Golurk,10,10,10,744,23,67.89999999999999,1.5,0.25,10,8,8,10,8,45.25974025974026
Golurk,10,10,15,753,24,69.49000000000001,1.5,0.25,10,8,8,10,8,44.65909090909091
Golurk,10,15,10,755,23,69.97999999999999,1.5,0.25,10,8,8,10,8,44.65909090909091
Golurk,10,15,15,764,24,71.60000000000001,1.5,0.25,10,8,8,10,8,43.40909090909091
Golurk,15,10,10,759,23,69.32,1.5199999999999996,0.26,10,8,8,10,8,44.65909090909091
Golurk,15,10,15,769,24,70.93,1.5199999999999996,0.26,10,8,8,10,8,44.54545454545455
Golurk,15,15,10,771,23,71.44,1.5199999999999996,0.26,10,8,8,10,8,43.40909090909091
Golurk,15,15,15,780,24,73.1,1.5199999999999996,0.26,10,8,8,10,8,42.15909090909091
Goodra,15,15,15,959,24,87.93,1.1999999999999993,0.28,2,2,2,2,9,49.87603305785124
Grimmsnarl,10,10,10,743,24,55.49,1.2899999999999991,0.20999999999999996,1,4,1,1,4,38.18181818181818
Grimmsnarl,10,10,15,751,25,56.720000000000006,1.2899999999999991,0.20999999999999996,1,4,1,1,4,37.32954545454545
Grimmsnarl,10,15,10,755,24,57.35999999999999,1.2899999999999991,0.20999999999999996,1,4,1,1,4,37.32954545454545
Grimmsnarl,10,15,15,763,25,58.62,1.2899999999999991,0.20999999999999996,1,4,1,1,4,35.72727272727273
Grimmsnarl,15,10,10,758,24,56.589999999999996,1.3100000000000005,0.20999999999999996,1,4,1,1,4,37.32954545454545
Grimmsnarl,15,10,15,766,25,57.86000000000001,1.3100000000000005,0.20999999999999996,1,4,1,1,4,36.94805194805195
Grimmsnarl,15,15,10,771,24,58.489999999999995,1.3100000000000005,0.20999999999999996,1,4,1,1,4,36.43939393939394
Grimmsnarl,15,15,15,779,25,59.79,1.3100000000000005,0.20999999999999996,1,4,1,1,4,35.60606060606061
Groudon,10,10,10,1081,23,84.02000000000001,1.2800000000000011,0.26,10,10,10,9,10,44.46969696969697
Groudon,10,10,15,1094,24,85.97,1.2800000000000011,0.26,10,10,10,9,10,44.292929292929294
Groudon,10,15,10,1093,23,85.79,1.2800000000000011,0.26,10,10,10,9,10,44.292929292929294
Groudon,10,15,15,1105,24,87.78000000000002,1.2800000000000011,0.26,10,10,10,9,10,43.72727272727273
Groudon,15,10,10,1100,23,85.42,1.290000000000001,0.25,10,10,10,9,10,44.292929292929294
Groudon,15,10,15,1114,24,87.42999999999999,1.290000000000001,0.25,10,10,10,9,10,43.40909090909091
Groudon,15,15,10,1112,23,87.22,1.290000000000001,0.25,10,10,10,9,10,43.40909090909091
Groudon,15,15,15,1125,24,89.25999999999999,1.290000000000001,0.25,10,10,10,9,10,42.72727272727273
Guzzlord,10,10,10,748,49,83.92,1.33,0.20000000000000018,1,2,2,2,1,37.2027972027972
Guzzlord,10,10,15,753,50,84.86000000000001,1.33,0.20000000000000018,1,2,2,2,1,36.47727272727273
Guzzlord,10,15,10,766,49,87.77000000000001,1.33,0.20000000000000018,1,2,2,2,1,35.57575757575758
Guzzlord,10,15,15,770,50,88.74999999999999,1.33,0.20000000000000018,1,2,2,2,1,35.47979797979798
Guzzlord,15,10,10,768,49,86.05000000000001,1.370000000000001,0.2100000000000002,1,2,2,2,1,35.90909090909091
Guzzlord,15,10,15,772,50,87.00000000000001,1.370000000000001,0.2100000000000002,1,2,2,2,1,35.85227272727273
Guzzlord,15,15,10,785,49,90.00000000000001,1.370000000000001,0.2100000000000002,1,2,2,2,1,34.87603305785124
Guzzlord,15,15,15,790,50,91.00000000000001,1.370000000000001,0.2100000000000002,1,2,2,2,1,34.87603305785124
Gyarados,10,10,10,888,24,68.83,1.209999999999999,0.20000000000000018,17,7,2,17,1,42.75974025974026
Gyarados,10,10,15,897,25,70.35000000000001,1.209999999999999,0.20000000000000018,17,7,2,17,1,41.59090909090909
Gyarados,10,15,10,899,24,70.59000000000002,1.209999999999999,0.20000000000000018,17,7,2,17,1,41.59090909090909
Gyarados,10,15,15,909,25,72.13999999999999,1.209999999999999,0.20000000000000018,17,7,2,17,1,41.30165289256198
Gyarados,15,10,10,905,24,70.23000000000002,1.2300000000000004,0.20000000000000018,17,7,2,17,1,41.90909090909091
Gyarados,15,10,15,915,25,71.78,1.2300000000000004,0.20000000000000018,17,7,2,17,1,41.50717703349282
Gyarados,15,15,10,916,24,72.01999999999998,1.2300000000000004,0.20000000000000018,17,7,2,17,1,41.50717703349282
Gyarados,15,15,15,927,25,73.6,1.2300000000000004,0.20000000000000018,17,7,2,17,1,41.125541125541126
Hariyama,10,10,10,736,34,70.61999999999999,1.5899999999999999,0.2999999999999998,5,5,5,5,5,47.66233766233766
Hariyama,10,10,15,741,35,71.74999999999999,1.5899999999999999,0.2999999999999998,5,5,5,5,5,46.86363636363637
Hariyama,10,15,10,750,34,73.48000000000002,1.5899999999999999,0.2999999999999998,5,5,5,5,5,45.86363636363636
Hariyama,10,15,15,756,35,74.66,1.5899999999999999,0.2999999999999998,5,5,5,5,5,45.36363636363637
