name,defender_level,IV_atk,IV_def,IV_sta,CP,HP,TDO,DPT,DPE,type_1,type_2,fm_type,cm1_type,cm2_type,battle_score,viable
Mamoswine,30,10,10,10,2728,184,71.37,9.5,1.52,Ice,Ground,Ground,Ice,Ground,0.033,0
Mamoswine,35,10,10,10,2955,191,87.2,9.89,1.58,Ice,Ground,Ground,Ice,Ground,0.066,0
Mamoswine,40,10,10,10,3183,199,104.94,10.26,1.64,Ice,Ground,Ground,Ice,Ground,0.121,0
Mamoswine,45,10,10,10,3387,205,122.63,10.59,1.7,Ice,Ground,Ground,Ice,Ground,0.22,0
Mamoswine,50,10,10,10,3598,211,142.56,10.91,1.75,Ice,Ground,Ground,Ice,Ground,0.396,1
Mamoswine,30,10,10,15,2755,188,72.78,9.5,1.52,Ice,Ground,Ground,Ice,Ground,0.033,0
Mamoswine,35,10,10,15,2985,195,88.94,9.89,1.58,Ice,Ground,Ground,Ice,Ground,0.066,0
Mamoswine,40,10,10,15,3214,203,107.02,10.26,1.64,Ice,Ground,Ground,Ice,Ground,0.121,0
Mamoswine,45,10,10,15,3421,209,125.06,10.59,1.7,Ice,Ground,Ground,Ice,Ground,0.22,0
Mamoswine,50,10,10,15,3634,215,145.39,10.91,1.75,Ice,Ground,Ground,Ice,Ground,0.451,1
Mamoswine,30,10,15,10,2771,184,73.65,9.5,1.52,Ice,Ground,Ground,Ice,Ground,0.033,0
Mamoswine,35,10,15,10,3002,191,90.0,9.89,1.58,Ice,Ground,Ground,Ice,Ground,0.066,0
Mamoswine,40,10,15,10,3233,199,108.3,10.26,1.64,Ice,Ground,Ground,Ice,Ground,0.121,0
Mamoswine,45,10,15,10,3441,205,126.56,10.59,1.7,Ice,Ground,Ground,Ice,Ground,0.264,1
Mamoswine,50,10,15,10,3655,211,147.12,10.91,1.75,Ice,Ground,Ground,Ice,Ground,0.473,1
Mamoswine,30,10,15,15,2799,188,75.12,9.5,1.52,Ice,Ground,Ground,Ice,Ground,0.044,0
Mamoswine,35,10,15,15,3032,195,91.78,9.89,1.58,Ice,Ground,Ground,Ice,Ground,0.077,0
Mamoswine,40,10,15,15,3265,203,110.46,10.26,1.64,Ice,Ground,Ground,Ice,Ground,0.143,0
Mamoswine,45,10,15,15,3475,209,129.07,10.59,1.7,Ice,Ground,Ground,Ice,Ground,0.297,1
Mamoswine,50,10,15,15,3691,215,150.05,10.91,1.75,Ice,Ground,Ground,Ice,Ground,0.484,1
Mamoswine,30,15,10,10,2781,184,72.76,9.68,1.55,Ice,Ground,Ground,Ice,Ground,0.033,0
Mamoswine,35,15,10,10,3013,191,88.88,10.08,1.62,Ice,Ground,Ground,Ice,Ground,0.066,0
Mamoswine,40,15,10,10,3245,199,106.94,10.46,1.67,Ice,Ground,Ground,Ice,Ground,0.121,0
Mamoswine,45,15,10,10,3453,205,125.0,10.8,1.73,Ice,Ground,Ground,Ice,Ground,0.22,0
Mamoswine,50,15,10,10,3668,211,145.36,11.12,1.78,Ice,Ground,Ground,Ice,Ground,0.462,1
Mamoswine,30,15,10,15,2809,188,74.2,9.68,1.55,Ice,Ground,Ground,Ice,Ground,0.044,0
Mamoswine,35,15,10,15,3043,195,90.65,10.08,1.62,Ice,Ground,Ground,Ice,Ground,0.066,0
Mamoswine,40,15,10,15,3277,203,109.06,10.46,1.67,Ice,Ground,Ground,Ice,Ground,0.132,0
Mamoswine,45,15,10,15,3487,209,127.48,10.8,1.73,Ice,Ground,Ground,Ice,Ground,0.275,1
Mamoswine,50,15,10,15,3704,215,148.26,11.12,1.78,Ice,Ground,Ground,Ice,Ground,0.473,1
Mamoswine,30,15,15,10,2825,184,75.09,9.68,1.55,Ice,Ground,Ground,Ice,Ground,0.044,0
Mamoswine,35,15,15,10,3061,191,91.72,10.08,1.62,Ice,Ground,Ground,Ice,Ground,0.066,0
Mamoswine,40,15,15,10,3296,199,110.36,10.46,1.67,Ice,Ground,Ground,Ice,Ground,0.143,0
Mamoswine,45,15,15,10,3508,205,129.01,10.8,1.73,Ice,Ground,Ground,Ice,Ground,0.297,1
Mamoswine,50,15,15,10,3726,211,150.02,11.12,1.78,Ice,Ground,Ground,Ice,Ground,0.495,1
Mamoswine,30,15,15,15,2853,188,76.58,9.68,1.55,Ice,Ground,Ground,Ice,Ground,0.044,0
Mamoswine,35,15,15,15,3091,195,93.55,10.08,1.62,Ice,Ground,Ground,Ice,Ground,0.077,0
Mamoswine,40,15,15,15,3329,203,112.56,10.46,1.67,Ice,Ground,Ground,Ice,Ground,0.143,0
Mamoswine,45,15,15,15,3543,209,131.57,10.8,1.73,Ice,Ground,Ground,Ice,Ground,0.319,1
Mamoswine,50,15,15,15,3763,215,153.0,11.12,1.78,Ice,Ground,Ground,Ice,Ground,0.549,1
Porygon-Z,30,10,10,10,2676,152,60.69,8.74,1.56,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,35,10,10,10,2899,158,74.16,9.1,1.63,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,40,10,10,10,3122,164,89.21,9.44,1.7,Normal,,Normal,Normal,Electric,0.011,0
Porygon-Z,45,10,10,10,3323,169,104.26,9.74,1.74,Normal,,Normal,Normal,Electric,0.044,0
Porygon-Z,50,10,10,10,3529,174,121.26,10.04,1.8,Normal,,Normal,Normal,Electric,0.099,0
Porygon-Z,30,10,10,15,2708,155,62.14,8.74,1.56,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,35,10,10,15,2934,162,75.95,9.1,1.63,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,40,10,10,15,3159,168,91.35,9.44,1.7,Normal,,Normal,Normal,Electric,0.011,0
Porygon-Z,45,10,10,15,3362,173,106.76,9.74,1.74,Normal,,Normal,Normal,Electric,0.044,0
Porygon-Z,50,10,10,15,3572,178,124.18,10.04,1.8,Normal,,Normal,Normal,Electric,0.132,0
Porygon-Z,30,10,15,10,2718,152,62.59,8.74,1.56,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,35,10,15,10,2944,158,76.48,9.1,1.63,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,40,10,15,10,3170,164,92.0,9.44,1.7,Normal,,Normal,Normal,Electric,0.011,0
Porygon-Z,45,10,15,10,3374,169,107.52,9.74,1.74,Normal,,Normal,Normal,Electric,0.044,0
Porygon-Z,50,10,15,10,3584,174,125.05,10.04,1.8,Normal,,Normal,Normal,Electric,0.132,0
Porygon-Z,30,10,15,15,2750,155,64.09,8.74,1.56,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,35,10,15,15,2979,162,78.32,9.1,1.63,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,40,10,15,15,3208,168,94.2,9.44,1.7,Normal,,Normal,Normal,Electric,0.011,0
Porygon-Z,45,10,15,15,3414,173,110.1,9.74,1.74,Normal,,Normal,Normal,Electric,0.055,0
Porygon-Z,50,10,15,15,3627,178,128.06,10.04,1.8,Normal,,Normal,Normal,Electric,0.176,0
Porygon-Z,30,15,10,10,2725,152,61.84,8.91,1.6,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,35,15,10,10,2952,158,75.51,9.26,1.66,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,40,15,10,10,3179,164,90.86,9.62,1.72,Normal,,Normal,Normal,Electric,0.011,0
Porygon-Z,45,15,10,10,3383,169,106.18,9.92,1.78,Normal,,Normal,Normal,Electric,0.044,0
Porygon-Z,50,15,10,10,3594,174,123.5,10.23,1.84,Normal,,Normal,Normal,Electric,0.132,0
Porygon-Z,30,15,10,15,2758,155,63.32,8.91,1.6,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,35,15,10,15,2987,162,77.32,9.26,1.66,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,40,15,10,15,3217,168,93.04,9.62,1.72,Normal,,Normal,Normal,Electric,0.011,0
Porygon-Z,45,15,10,15,3424,173,108.73,9.92,1.78,Normal,,Normal,Normal,Electric,0.044,0
Porygon-Z,50,15,10,15,3637,178,126.46,10.23,1.84,Normal,,Normal,Normal,Electric,0.132,0
Porygon-Z,30,15,15,10,2767,152,63.77,8.91,1.6,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,35,15,15,10,2998,158,77.87,9.26,1.66,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,40,15,15,10,3228,164,93.7,9.62,1.72,Normal,,Normal,Normal,Electric,0.011,0
Porygon-Z,45,15,15,10,3436,169,109.5,9.92,1.78,Normal,,Normal,Normal,Electric,0.055,0
Porygon-Z,50,15,15,10,3650,174,127.35,10.23,1.84,Normal,,Normal,Normal,Electric,0.154,0
Porygon-Z,30,15,15,15,2800,155,65.3,8.91,1.6,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,35,15,15,15,3034,162,79.74,9.26,1.66,Normal,,Normal,Normal,Electric,0.0,0
Porygon-Z,40,15,15,15,3267,168,95.95,9.62,1.72,Normal,,Normal,Normal,Electric,0.011,0
Porygon-Z,45,15,15,15,3477,173,112.12,9.92,1.78,Normal,,Normal,Normal,Electric,0.066,0
Porygon-Z,50,15,15,15,3693,178,130.42,10.23,1.84,Normal,,Normal,Normal,Electric,0.176,0
Gallade,30,10,10,10,2533,130,60.03,8.56,1.39,Psychic,Fighting,Psychic,Psychic,Grass,0.011,0
Gallade,35,10,10,10,2744,136,73.33,8.91,1.44,Psychic,Fighting,Psychic,Psychic,Grass,0.033,0
Gallade,40,10,10,10,2955,141,88.27,9.25,1.5,Psychic,Fighting,Psychic,Psychic,Grass,0.033,0
Gallade,45,10,10,10,3145,145,103.12,9.54,1.54,Psychic,Fighting,Psychic,Psychic,Grass,0.066,0
Gallade,50,10,10,10,3341,150,119.9,9.83,1.59,Psychic,Fighting,Psychic,Psychic,Grass,0.165,0
Gallade,30,10,10,15,2568,134,61.7,8.56,1.39,Psychic,Fighting,Psychic,Psychic,Grass,0.011,0
Gallade,35,10,10,15,2782,140,75.39,8.91,1.44,Psychic,Fighting,Psychic,Psychic,Grass,0.033,0
Gallade,40,10,10,15,2996,145,90.74,9.25,1.5,Psychic,Fighting,Psychic,Psychic,Grass,0.033,0
Gallade,45,10,10,15,3189,150,106.0,9.54,1.54,Psychic,Fighting,Psychic,Psychic,Grass,0.077,0
Gallade,50,10,10,15,3387,154,123.24,9.83,1.59,Psychic,Fighting,Psychic,Psychic,Grass,0.176,0
Gallade,30,10,15,10,2564,130,61.49,8.56,1.39,Psychic,Fighting,Psychic,Psychic,Grass,0.011,0
Gallade,35,10,15,10,2777,136,75.12,8.91,1.44,Psychic,Fighting,Psychic,Psychic,Grass,0.033,0
Gallade,40,10,15,10,2991,141,90.42,9.25,1.5,Psychic,Fighting,Psychic,Psychic,Grass,0.033,0
Gallade,45,10,15,10,3183,145,105.64,9.54,1.54,Psychic,Fighting,Psychic,Psychic,Grass,0.077,0
Gallade,50,10,15,10,3381,150,122.82,9.83,1.59,Psychic,Fighting,Psychic,Psychic,Grass,0.176,0
Gallade,30,10,15,15,2599,134,63.2,8.56,1.39,Psychic,Fighting,Psychic,Psychic,Grass,0.011,0
Gallade,35,10,15,15,2816,140,77.22,8.91,1.44,Psychic,Fighting,Psychic,Psychic,Grass,0.033,0
Gallade,40,10,15,15,3032,145,92.95,9.25,1.5,Psychic,Fighting,Psychic,Psychic,Grass,0.066,0
Gallade,45,10,15,15,3227,150,108.58,9.54,1.54,Psychic,Fighting,Psychic,Psychic,Grass,0.088,0
Gallade,50,10,15,15,3428,154,126.25,9.83,1.59,Psychic,Fighting,Psychic,Psychic,Grass,0.209,0
Gallade,30,15,10,10,2584,130,61.22,8.73,1.42,Psychic,Fighting,Psychic,Psychic,Grass,0.011,0
Gallade,35,15,10,10,2800,136,74.82,9.09,1.48,Psychic,Fighting,Psychic,Psychic,Grass,0.033,0
Gallade,40,15,10,10,3015,141,90.04,9.43,1.53,Psychic,Fighting,Psychic,Psychic,Grass,0.033,0
Gallade,45,15,10,10,3209,145,105.17,9.73,1.58,Psychic,Fighting,Psychic,Psychic,Grass,0.077,0
Gallade,50,15,10,10,3409,150,122.34,10.03,1.62,Psychic,Fighting,Psychic,Psychic,Grass,0.176,0
Gallade,30,15,10,15,2620,134,62.92,8.73,1.42,Psychic,Fighting,Psychic,Psychic,Grass,0.011,0
Gallade,35,15,10,15,2839,140,76.9,9.09,1.48,Psychic,Fighting,Psychic,Psychic,Grass,0.033,0
Gallade,40,15,10,15,3057,145,92.56,9.43,1.53,Psychic,Fighting,Psychic,Psychic,Grass,0.066,0
Gallade,45,15,10,15,3253,150,108.11,9.73,1.58,Psychic,Fighting,Psychic,Psychic,Grass,0.077,0
Gallade,50,15,10,15,3456,154,125.76,10.03,1.62,Psychic,Fighting,Psychic,Psychic,Grass,0.198,0
Gallade,30,15,15,10,2616,130,62.71,8.73,1.42,Psychic,Fighting,Psychic,Psychic,Grass,0.011,0
Gallade,35,15,15,10,2834,136,76.64,9.09,1.48,Psychic,Fighting,Psychic,Psychic,Grass,0.033,0
Gallade,40,15,15,10,3052,141,92.23,9.43,1.53,Psychic,Fighting,Psychic,Psychic,Grass,0.055,0
Gallade,45,15,15,10,3248,145,107.74,9.73,1.58,Psychic,Fighting,Psychic,Psychic,Grass,0.077,0
Gallade,50,15,15,10,3450,150,125.32,10.03,1.62,Psychic,Fighting,Psychic,Psychic,Grass,0.198,0
Gallade,30,15,15,15,2652,134,64.46,8.73,1.42,Psychic,Fighting,Psychic,Psychic,Grass,0.011,0
Gallade,35,15,15,15,2873,140,78.78,9.09,1.48,Psychic,Fighting,Psychic,Psychic,Grass,0.033,0
Gallade,40,15,15,15,3094,145,94.81,9.43,1.53,Psychic,Fighting,Psychic,Psychic,Grass,0.066,0
Gallade,45,15,15,15,3293,150,110.74,9.73,1.58,Psychic,Fighting,Psychic,Psychic,Grass,0.088,0
Gallade,50,15,15,15,3498,154,128.82,10.03,1.62,Psychic,Fighting,Psychic,Psychic,Grass,0.253,1
Mesprit,30,10,10,10,2504,146,69.24,8.16,1.5,Psychic,,Psychic,Psychic,Ice,0.011,0
Mesprit,35,10,10,10,2713,152,84.55,8.49,1.56,Psychic,,Psychic,Psychic,Ice,0.011,0
Mesprit,40,10,10,10,2922,158,101.73,8.81,1.61,Psychic,,Psychic,Psychic,Ice,0.066,0
Mesprit,45,10,10,10,3109,163,118.88,9.09,1.66,Psychic,,Psychic,Psychic,Ice,0.132,0
Mesprit,50,10,10,10,3303,168,138.21,9.36,1.72,Psychic,,Psychic,Psychic,Ice,0.242,0
Mesprit,30,10,10,15,2536,149,70.96,8.16,1.5,Psychic,,Psychic,Psychic,Ice,0.011,0
Mesprit,35,10,10,15,2747,156,86.66,8.49,1.56,Psychic,,Psychic,Psychic,Ice,0.011,0
Mesprit,40,10,10,15,2958,162,104.27,8.81,1.61,Psychic,,Psychic,Psychic,Ice,0.066,0
Mesprit,45,10,10,15,3148,167,121.86,9.09,1.66,Psychic,,Psychic,Psychic,Ice,0.132,0
Mesprit,50,10,10,15,3344,172,141.66,9.36,1.72,Psychic,,Psychic,Psychic,Ice,0.275,1
Mesprit,30,10,15,10,2532,146,70.79,8.16,1.5,Psychic,,Psychic,Psychic,Ice,0.011,0
Mesprit,35,10,15,10,2743,152,86.46,8.49,1.56,Psychic,,Psychic,Psychic,Ice,0.011,0
Mesprit,40,10,15,10,2954,158,104.02,8.81,1.61,Psychic,,Psychic,Psychic,Ice,0.066,0
Mesprit,45,10,15,10,3144,163,121.56,9.09,1.66,Psychic,,Psychic,Psychic,Ice,0.132,0
Mesprit,50,10,15,10,3340,168,141.32,9.36,1.72,Psychic,,Psychic,Psychic,Ice,0.275,1
Mesprit,30,10,15,15,2564,149,72.56,8.16,1.5,Psychic,,Psychic,Psychic,Ice,0.011,0
Mesprit,35,10,15,15,2778,156,88.62,8.49,1.56,Psychic,,Psychic,Psychic,Ice,0.011,0
Mesprit,40,10,15,15,2991,162,106.62,8.81,1.61,Psychic,,Psychic,Psychic,Ice,0.099,0
Mesprit,45,10,15,15,3183,167,124.6,9.09,1.66,Psychic,,Psychic,Psychic,Ice,0.154,0
Mesprit,50,10,15,15,3382,172,144.86,9.36,1.72,Psychic,,Psychic,Psychic,Ice,0.341,1
Mesprit,30,15,10,10,2561,146,70.76,8.34,1.52,Psychic,,Psychic,Psychic,Ice,0.011,0
Mesprit,35,15,10,10,2774,152,86.44,8.68,1.59,Psychic,,Psychic,Psychic,Ice,0.011,0
Mesprit,40,15,10,10,2987,158,104.04,9.01,1.65,Psychic,,Psychic,Psychic,Ice,0.066,0
Mesprit,45,15,10,10,3179,163,121.56,9.3,1.7,Psychic,,Psychic,Psychic,Ice,0.132,0
Mesprit,50,15,10,10,3377,168,141.38,9.58,1.76,Psychic,,Psychic,Psychic,Ice,0.275,1
Mesprit,30,15,10,15,2593,149,72.53,8.34,1.52,Psychic,,Psychic,Psychic,Ice,0.011,0
Mesprit,35,15,10,15,2809,156,88.6,8.68,1.59,Psychic,,Psychic,Psychic,Ice,0.022,0
Mesprit,40,15,10,15,3025,162,106.64,9.01,1.65,Psychic,,Psychic,Psychic,Ice,0.099,0
Mesprit,45,15,10,15,3219,167,124.6,9.3,1.7,Psychic,,Psychic,Psychic,Ice,0.154,0
Mesprit,50,15,10,15,3419,172,144.92,9.58,1.76,Psychic,,Psychic,Psychic,Ice,0.341,1
Mesprit,30,15,15,10,2590,146,72.35,8.34,1.52,Psychic,,Psychic,Psychic,Ice,0.011,0
Mesprit,35,15,15,10,2805,152,88.38,8.68,1.59,Psychic,,Psychic,Psychic,Ice,0.011,0
Mesprit,40,15,15,10,3021,158,106.38,9.01,1.65,Psychic,,Psychic,Psychic,Ice,0.088,0
Mesprit,45,15,15,10,3215,163,124.3,9.3,1.7,Psychic,,Psychic,Psychic,Ice,0.154,0
Mesprit,50,15,15,10,3415,168,144.57,9.58,1.76,Psychic,,Psychic,Psychic,Ice,0.341,1
Mesprit,30,15,15,15,2622,149,74.16,8.34,1.52,Psychic,,Psychic,Psychic,Ice,0.011,0
Mesprit,35,15,15,15,2840,156,90.6,8.68,1.59,Psychic,,Psychic,Psychic,Ice,0.022,0
Mesprit,40,15,15,15,3058,162,109.04,9.01,1.65,Psychic,,Psychic,Psychic,Ice,0.11,0
Mesprit,45,15,15,15,3255,167,127.41,9.3,1.7,Psychic,,Psychic,Psychic,Ice,0.165,0
Mesprit,50,15,15,15,3458,172,148.18,9.58,1.76,Psychic,,Psychic,Psychic,Ice,0.385,1
Azelf,30,10,10,10,2629,139,46.72,7.95,1.44,Psychic,,Psychic,Psychic,Fire,0.0,0
Azelf,35,10,10,10,2848,145,57.04,8.27,1.49,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,40,10,10,10,3067,150,68.66,8.59,1.54,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,45,10,10,10,3264,155,80.21,8.86,1.6,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,50,10,10,10,3467,160,93.27,9.12,1.64,Psychic,,Psychic,Psychic,Fire,0.022,0
Azelf,30,10,10,15,2663,143,47.94,7.95,1.44,Psychic,,Psychic,Psychic,Fire,0.0,0
Azelf,35,10,10,15,2885,149,58.54,8.27,1.49,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,40,10,10,15,3107,154,70.45,8.59,1.54,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,45,10,10,15,3306,159,82.31,8.86,1.6,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,50,10,10,15,3512,164,95.71,9.12,1.64,Psychic,,Psychic,Psychic,Fire,0.022,0
Azelf,30,10,15,10,2669,139,48.17,7.95,1.44,Psychic,,Psychic,Psychic,Fire,0.0,0
Azelf,35,10,15,10,2892,145,58.81,8.27,1.49,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,40,10,15,10,3114,150,70.78,8.59,1.54,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,45,10,15,10,3314,155,82.7,8.86,1.6,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,50,10,15,10,3520,160,96.16,9.12,1.64,Psychic,,Psychic,Psychic,Fire,0.022,0
Azelf,30,10,15,15,2704,143,49.43,7.95,1.44,Psychic,,Psychic,Psychic,Fire,0.0,0
Azelf,35,10,15,15,2929,149,60.35,8.27,1.49,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,40,10,15,15,3154,154,72.64,8.59,1.54,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,45,10,15,15,3357,159,84.86,8.86,1.6,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,50,10,15,15,3566,164,98.68,9.12,1.64,Psychic,,Psychic,Psychic,Fire,0.022,0
Azelf,30,15,10,10,2676,139,47.51,8.09,1.46,Psychic,,Psychic,Psychic,Fire,0.0,0
Azelf,35,15,10,10,2899,145,58.08,8.42,1.52,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,40,15,10,10,3121,150,69.85,8.74,1.58,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,45,15,10,10,3322,155,81.61,9.01,1.63,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,50,15,10,10,3529,160,94.9,9.28,1.68,Psychic,,Psychic,Psychic,Fire,0.022,0
Azelf,30,15,10,15,2711,143,48.75,8.09,1.46,Psychic,,Psychic,Psychic,Fire,0.0,0
Azelf,35,15,10,15,2936,149,59.6,8.42,1.52,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,40,15,10,15,3162,154,71.68,8.74,1.58,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,45,15,10,15,3365,159,83.75,9.01,1.63,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,50,15,10,15,3575,164,97.39,9.28,1.68,Psychic,,Psychic,Psychic,Fire,0.022,0
Azelf,30,15,15,10,2717,139,48.98,8.09,1.46,Psychic,,Psychic,Psychic,Fire,0.0,0
Azelf,35,15,15,10,2943,145,59.88,8.42,1.52,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,40,15,15,10,3170,150,72.03,8.74,1.58,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,45,15,15,10,3373,155,84.15,9.01,1.63,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,50,15,15,10,3583,160,97.85,9.28,1.68,Psychic,,Psychic,Psychic,Fire,0.022,0
Azelf,30,15,15,15,2752,143,50.27,8.09,1.46,Psychic,,Psychic,Psychic,Fire,0.0,0
Azelf,35,15,15,15,2982,149,61.44,8.42,1.52,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,40,15,15,15,3211,154,73.91,8.74,1.58,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,45,15,15,15,3417,159,86.35,9.01,1.63,Psychic,,Psychic,Psychic,Fire,0.011,0
Azelf,50,15,15,15,3630,164,100.42,9.28,1.68,Psychic,,Psychic,Psychic,Fire,0.033,0
Dialga,30,10,10,10,3326,157,69.96,7.7,1.68,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,35,10,10,10,3603,163,85.52,8.02,1.76,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,40,10,10,10,3880,169,102.88,8.32,1.82,Steel,Dragon,Dragon,Dragon,Steel,0.055,0
Dialga,45,10,10,10,4129,175,120.16,8.59,1.88,Steel,Dragon,Dragon,Dragon,Steel,0.165,0
Dialga,50,10,10,10,4387,180,139.77,8.85,1.94,Steel,Dragon,Dragon,Dragon,Steel,0.286,1
Dialga,30,10,10,15,3364,160,71.59,7.7,1.68,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,35,10,10,15,3645,167,87.51,8.02,1.76,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,40,10,10,15,3925,173,105.26,8.32,1.82,Steel,Dragon,Dragon,Dragon,Steel,0.066,0
Dialga,45,10,10,15,4177,179,122.95,8.59,1.88,Steel,Dragon,Dragon,Dragon,Steel,0.165,0
Dialga,50,10,10,15,4437,184,143.02,8.85,1.94,Steel,Dragon,Dragon,Dragon,Steel,0.297,1
Dialga,30,10,15,10,3363,157,71.54,7.7,1.68,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,35,10,15,10,3644,163,87.46,8.02,1.76,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,40,10,15,10,3924,169,105.2,8.32,1.82,Steel,Dragon,Dragon,Dragon,Steel,0.066,0
Dialga,45,10,15,10,4176,175,122.88,8.59,1.88,Steel,Dragon,Dragon,Dragon,Steel,0.165,0
Dialga,50,10,15,10,4436,180,142.94,8.85,1.94,Steel,Dragon,Dragon,Dragon,Steel,0.297,1
Dialga,30,10,15,15,3402,160,73.2,7.7,1.68,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,35,10,15,15,3686,167,89.5,8.02,1.76,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,40,10,15,15,3969,173,107.64,8.32,1.82,Steel,Dragon,Dragon,Dragon,Steel,0.099,0
Dialga,45,10,15,15,4224,179,125.73,8.59,1.88,Steel,Dragon,Dragon,Dragon,Steel,0.209,0
Dialga,50,10,15,15,4487,184,146.26,8.85,1.94,Steel,Dragon,Dragon,Dragon,Steel,0.319,1
Dialga,30,15,10,10,3384,157,71.18,7.84,1.72,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,35,15,10,10,3666,163,86.96,8.16,1.78,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,40,15,10,10,3948,169,104.66,8.47,1.86,Steel,Dragon,Dragon,Dragon,Steel,0.066,0
Dialga,45,15,10,10,4202,175,122.33,8.74,1.91,Steel,Dragon,Dragon,Dragon,Steel,0.165,0
Dialga,50,15,10,10,4464,180,142.22,9.0,1.97,Steel,Dragon,Dragon,Dragon,Steel,0.297,1
Dialga,30,15,10,15,3424,160,72.84,7.84,1.72,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,35,15,10,15,3709,167,88.98,8.16,1.78,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,40,15,10,15,3994,173,107.1,8.47,1.86,Steel,Dragon,Dragon,Dragon,Steel,0.066,0
Dialga,45,15,10,15,4251,179,125.17,8.74,1.91,Steel,Dragon,Dragon,Dragon,Steel,0.209,0
Dialga,50,15,10,15,4515,184,145.52,9.0,1.97,Steel,Dragon,Dragon,Dragon,Steel,0.308,1
Dialga,30,15,15,10,3422,157,72.8,7.84,1.72,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,35,15,15,10,3708,163,88.93,8.16,1.78,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,40,15,15,10,3993,169,107.03,8.47,1.86,Steel,Dragon,Dragon,Dragon,Steel,0.066,0
Dialga,45,15,15,10,4249,175,125.1,8.74,1.91,Steel,Dragon,Dragon,Dragon,Steel,0.209,0
Dialga,50,15,15,10,4514,180,145.44,9.0,1.97,Steel,Dragon,Dragon,Dragon,Steel,0.308,1
Dialga,30,15,15,15,3462,160,74.48,7.84,1.72,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,35,15,15,15,3750,167,91.0,8.16,1.78,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
Dialga,40,15,15,15,4039,173,109.52,8.47,1.86,Steel,Dragon,Dragon,Dragon,Steel,0.099,0
Dialga,45,15,15,15,4298,179,128.0,8.74,1.91,Steel,Dragon,Dragon,Dragon,Steel,0.22,0
Dialga,50,15,15,15,4566,184,148.82,9.0,1.97,Steel,Dragon,Dragon,Dragon,Steel,0.319,1
Dialga,30,10,10,10,3370,157,74.48,7.72,1.68,Steel,Dragon,Dragon,Dragon,Steel,0.0,0
